,tceid,ticid,sector,orbitalPeriodDays,orbitalPeriodDays_err,transitDepthPpm,transitDepthPpm_err,transitDurationHours,minImpactParameter,starTeffKelvin,starLoggCgs
3274,00025671619-01,25671619,8.0,0.298441,2.79119,0.0256483,278.868,0.814556,0.346549,7551.0,4.12815
3275,00025712226-01,25712226,8.0,0.281342,5.26647e-05,8571.1,1507.36,0.916578,0.185173,3148.0,5.04482
3276,00025780385-01,25780385,8.0,0.443336,4.92735e-05,4990.1,414.689,1.65784,0.912905,5412.0,4.41753
3277,00260124760-01,260124760,8.0,1.08026,-1.0,808454.0,0.0,1.5,0.1,7852.0,4.438
3278,00260124760-02,260124760,8.0,1.08031,-1.0,3196.61,-1.0,1.0,0.1,7852.0,4.438
3279,00260124760-03,260124760,8.0,1.07995,0.000119654,11660.4,1531.33,1.7024,0.867489,7852.0,4.438
3280,00260160482-01,260160482,8.0,0.265307,2.31469e-05,437.733,56.5867,0.44593,0.322365,5907.9,3.91
3281,00260161144-01,260161144,8.0,1.11745,-1.0,257347.0,0.0,2.5,0.1,6239.0,4.438
3282,00260162199-01,260162199,8.0,0.269205,1.33759e-05,107053.0,3975.15,1.88324,0.887471,4609.0,4.54226
3283,00260304277-01,260304277,8.0,0.512692,3.54377e-05,272.79,19.2304,0.980484,0.691772,8910.0,4.21249
3284,00260304296-01,260304296,8.0,0.512584,9.45374e-06,5457.21,52.6851,1.67471,0.990105,6725.0,4.19532
3285,00260352096-01,260352096,8.0,0.780667,3.26332e-05,83894.2,2387.76,1.81309,0.904963,3896.0,4.438
3286,00260353507-01,260353507,8.0,0.333121,2.98982e-05,191.643,19.4093,1.08998,0.0241607,6679.0,4.438
3287,00260353507-02,260353507,8.0,0.33336,2.85178e-05,200.551,16.9776,1.29522,0.682188,6679.0,4.438
3288,00260476635-01,260476635,8.0,0.570676,9.67188e-05,478.138,55.7714,1.6727,0.827476,6139.0,4.15849
3289,00260654645-01,260654645,8.0,0.373946,0.000186424,8974.14,3546.42,1.39787,0.990105,6826.0,4.18469
3290,00260657291-01,260657291,8.0,0.369193,4.74887e-05,957.322,99.9128,1.05092,0.699149,3901.0,4.63814
3291,00026107382-01,26107382,8.0,0.253589,7.48741e-06,3315.48,258.607,0.52861,0.490262,4306.0,4.5739
3292,00026107382-02,26107382,8.0,0.253617,1.35068e-05,50684.9,1481.47,3.0434,0.990105,4306.0,4.5739
3293,00261105201-01,261105201,8.0,0.477797,1.27252e-05,1203.89,89.3519,0.546647,0.1,6342.0,3.47913
3294,00261105201-02,261105201,8.0,0.47789,8.39868e-06,1748.93,130.731,0.288827,0.911605,6342.0,3.47913
3295,00261259291-01,261259291,8.0,0.462165,1.87868e-05,9525.74,432.269,1.94124,0.990105,6192.0,3.92594
3296,00262605041-01,262605041,8.0,1.83307,-1.0,368856.0,0.0,1.5,0.1,3376.0,4.92653
3297,00026260590-01,26260590,8.0,0.327614,1.06579e-05,14732.5,841.397,1.27403,0.990105,5251.0,4.4503
3298,00264766922-02,264766922,8.0,0.261578,3.02304e-05,425.347,56.2597,1.03664,0.900562,6913.0,4.17637
3299,00264767454-01,264767454,8.0,0.417012,3.83725e-05,7847.05,506.558,1.49543,0.990105,3124.0,4.438
3300,00264874339-01,264874339,8.0,1.02008,0.000158996,1337.36,95.0917,2.67927,0.684419,6105.0,4.48493
3301,00271058763-01,271058763,8.0,0.371074,1.88105e-05,496.102,44.187,1.09159,0.899629,7888.0,4.05826
3302,00271058763-02,271058763,8.0,0.371128,1.87902e-05,391.811,35.9041,1.00986,0.7,7888.0,4.05826
3303,00271596290-01,271596290,8.0,1.28249,8.95691e-06,100287.0,164.58,5.98153,0.793152,6311.35,4.33549
3304,00271864083-01,271864083,8.0,1.16663,0.00011992,99885.8,2535.86,4.90603,0.92602,3349.0,4.93858
3305,00271892405-01,271892405,8.0,1.11415,0.000297645,620.787,82.9951,2.38746,0.202839,5460.4,4.3992
3306,00275254541-01,275254541,8.0,0.324779,3.17639e-06,22413.5,400.949,0.983327,0.990105,7126.06,4.438
3307,00277022838-01,277022838,8.0,0.788668,0.000334451,17852.9,1231.02,9.46402,0.990105,9088.0,4.07658
3308,00277108449-01,277108449,8.0,0.881488,0.000137003,537.305,49.6968,2.20366,0.65052,7135.0,4.15767
3309,00278861826-01,278861826,8.0,0.533818,3.34369e-06,33400.4,97.5999,2.25959,0.990105,6128.0,3.93714
3310,00278863150-01,278863150,8.0,0.521512,5.30814e-05,59193.7,4883.63,1.36945,0.901836,5093.0,4.438
3311,00278863150-02,278863150,8.0,0.521602,0.00011052,27036.0,4315.0,1.50637,0.915018,5093.0,4.438
3312,00279156705-01,279156705,8.0,0.36147,7.43006e-06,10490.7,400.449,0.781393,0.990015,6943.87,4.35918
3313,00279156705-02,279156705,8.0,0.36147,9.95017e-06,36886.0,1357.68,1.34656,0.990105,6943.87,4.35918
3314,00279251651-01,279251651,8.0,0.403857,7.76803e-05,648.919,98.0648,1.5403,0.990105,3811.0,4.7316
3315,00280799052-01,280799052,8.0,0.303328,6.88333e-06,21057.8,730.319,1.33578,0.990105,7157.0,4.15597
3316,00281636721-01,281636721,8.0,0.513921,0.000109034,1049.74,215.442,2.02192,0.966885,6369.0,4.24242
3317,00281636721-02,281636721,8.0,0.514316,0.000130578,828.468,131.623,1.82982,0.990105,6369.0,4.24242
3318,00283698250-01,283698250,8.0,1.00371,4.84174e-05,56832.3,1819.34,1.54569,0.703676,5386.0,4.438
3319,00283698250-02,283698250,8.0,1.00369,0.000159764,20777.6,1749.62,1.86394,0.968837,5386.0,4.438
3320,00284196481-01,284196481,8.0,0.665903,0.000100846,178.533,21.6306,2.16347,0.877402,8650.0,3.98656
3321,00284196481-02,284196481,8.0,0.665903,9.64783e-05,162.233,16.0848,2.30269,0.725263,8650.0,3.98656
3322,00286132427-01,286132427,8.0,0.493379,7.66955e-05,194.341,22.7153,1.5,0.7,5914.0,4.46485
3323,00287326187-01,287326187,8.0,0.863041,3.46819e-05,13010.2,265.147,2.08371,0.840799,4762.0,4.438
3324,00287328866-01,287328866,8.0,1.03844,3.68378e-05,21080.6,269.034,2.46028,0.987066,5846.0,4.33269
3325,00289670788-01,289670788,8.0,1.95576,2.97982e-05,37028.8,205.104,4.83209,0.611177,6387.0,4.23968
3326,00289670788-02,289670788,8.0,1.95586,0.000122294,5604.91,150.946,4.77214,0.822588,6387.0,4.23968
3327,00293271581-01,293271581,8.0,0.290052,1.02643e-05,99890.5,5593.79,0.800179,0.990105,8804.0,4.438
3328,00293271581-02,293271581,8.0,0.290055,7.42409e-06,78399.7,3425.27,0.722303,0.987601,8804.0,4.438
3329,00293345927-01,293345927,8.0,0.269835,7.12916e-06,1630.54,77.0769,0.967318,0.310575,6150.0,3.52649
3330,00293345927-02,293345927,8.0,0.539664,1.60433e-05,2045.56,183.668,0.298654,0.600732,6150.0,3.52649
3331,00293345927-03,293345927,8.0,0.539707,2.71719e-05,1571.35,181.55,0.376134,0.898629,6150.0,3.52649
3332,00293605011-01,293605011,8.0,0.589128,8.77518e-05,390.884,32.5986,2.89258,0.990105,5780.0,4.438
3333,00293605127-01,293605127,8.0,0.241547,3.73257e-06,40464.8,1536.21,0.33456,0.688509,3211.0,5.0139
3334,00293605127-02,293605127,8.0,0.241559,4.15084e-06,35337.4,1491.34,0.292562,0.00999983,3211.0,5.0139
3335,00293605127-03,293605127,8.0,0.241567,2.44309e-06,55008.6,1519.84,0.397523,0.700377,3211.0,5.0139
3336,00293605127-04,293605127,8.0,0.241514,3.31249e-06,48238.1,1733.48,0.41627,0.874149,3211.0,5.0139
3337,00294092960-01,294092960,8.0,0.902278,2.30537e-05,21262.4,381.264,1.5961,0.959076,5801.0,4.51483
3338,00294092960-02,294092960,8.0,0.45111,5.37641e-05,4847.14,492.269,1.67034,0.937432,5801.0,4.51483
3339,00294092966-01,294092966,8.0,0.902259,6.27713e-06,23543.7,121.126,1.58715,0.990105,6624.0,4.18539
3340,00294092966-02,294092966,8.0,0.902257,2.5991e-05,5782.71,146.612,1.54215,0.990105,6624.0,4.18539
3341,00294092966-03,294092966,8.0,0.451144,2.67392e-05,894.267,111.031,0.742957,0.910213,6624.0,4.18539
3342,00294092966-04,294092966,8.0,0.902395,6.85514e-05,871.46,111.824,0.408606,0.506687,6624.0,4.18539
3343,00029697290-01,29697290,8.0,0.835125,5.76565e-05,337.001,22.235,3.08578,0.00999983,8538.0,4.02283
3344,00029831208-01,29831208,8.0,1.8429,0.000347311,2203.69,168.541,2.05395,0.988914,5080.0,4.48159
3345,00029986808-01,29986808,8.0,1.05925,5.81727e-05,3699.92,108.544,1.59778,0.988416,5654.0,4.17526
3346,00300033585-01,300033585,8.0,0.23319,2.2541e-05,923.959,154.512,0.754747,0.981202,7068.4,4.12668
3347,00300033585-02,300033585,8.0,0.233208,1.30332e-05,1652.43,154.222,0.953471,0.962074,7068.4,4.12668
3348,00300739589-01,300739589,8.0,0.4398,8.09909e-05,183.977,75.1902,0.879281,0.691588,7745.0,4.03953
3349,00300866996-01,300866996,8.0,0.304858,1.78474e-05,3505.21,529.852,0.295839,0.00999983,2864.0,4.438
3350,00300971133-01,300971133,8.0,0.230182,2.40454e-05,531.693,77.2379,0.668762,0.420834,5845.0,4.5081
3351,00300971133-02,300971133,8.0,0.230248,2.19676e-05,582.054,78.7549,0.898349,0.00999983,5845.0,4.5081
3352,00030275662-01,30275662,8.0,0.597485,0.000113351,2705.89,224.793,2.63787,0.852647,8785.0,4.07966
3353,00030310995-01,30310995,8.0,0.23239,1.54371e-05,339.212,45.4771,0.50819,0.107643,7184.0,4.1271
3354,00030310995-02,30310995,8.0,0.464668,2.29768e-05,534.931,54.9988,0.637864,0.00999983,7184.0,4.1271
3355,00030312676-01,30312676,8.0,1.10382,0.000223722,1037.4,107.389,3.46723,0.700426,8747.0,4.08022
3356,00305536347-01,305536347,8.0,0.546102,1.14606e-06,62412.9,214.348,1.81861,0.00999983,5459.0,4.30834
3357,00305536347-02,305536347,8.0,0.546099,6.48972e-06,6416.13,153.635,1.79333,0.752778,5459.0,4.30834
3358,00305536347-03,305536347,8.0,0.546435,1.69749e-05,2077.64,114.771,0.378956,0.62901,5459.0,4.30834
3359,00305536358-01,305536358,8.0,0.546104,5.7084e-06,69732.3,599.546,1.84573,0.188666,3340.0,4.9455
3360,00305536358-02,305536358,8.0,0.546482,5.11796e-05,5908.01,792.658,0.81333,0.716734,3340.0,4.9455
3361,00306580215-01,306580215,8.0,1.74962,0.000302284,2543.93,136.733,2.87806,0.990105,6087.0,4.28912
3362,00308451526-01,308451526,8.0,0.394827,1.78855e-06,42442.6,184.148,1.1478,0.966034,4011.0,4.61578
3363,00308744455-01,308744455,8.0,0.293039,1.79805e-05,499.183,87.2999,0.521519,0.932113,7953.0,3.40176
3364,00308744455-02,308744455,8.0,0.292957,1.53299e-05,501.267,68.7298,0.463089,0.133423,7953.0,3.40176
3365,00308744455-03,308744455,8.0,0.293022,1.39707e-05,1003.1,99.9033,0.804667,0.990105,7953.0,3.40176
3366,00308852608-01,308852608,8.0,0.324761,3.1335e-05,1604.78,107.715,1.83355,0.990105,6264.0,4.25903
3367,00308852608-02,308852608,8.0,0.324839,1.48596e-05,1085.05,59.1132,0.979386,0.700167,6264.0,4.25903
3368,00309252516-01,309252516,8.0,0.397672,6.81279e-05,4502.48,506.472,1.73763,0.039622,5780.0,4.438
3369,00312111256-01,312111256,8.0,1.15178,2.05702e-05,24104.3,260.296,2.01689,0.983299,7785.0,4.36
3370,00312111256-02,312111256,8.0,1.15168,0.000106249,4477.1,291.024,1.92336,0.990105,7785.0,4.36
3371,00312111256-03,312111256,8.0,0.288064,1.47805e-05,1450.86,119.336,1.01166,0.488371,7785.0,4.36
3372,00315120782-01,315120782,8.0,0.466845,-1.0,422985.0,0.0,1.0,0.1,3415.0,4.90692
3373,00315120782-02,315120782,8.0,1.40011,0.00020944,5153.61,586.298,2.06078,0.0278078,3415.0,4.90692
3374,00319467578-01,319467578,8.0,1.18249,3.15351e-05,11117.3,122.484,2.38216,0.869749,5872.0,4.32791
3375,00032150630-01,32150630,8.0,1.49205,7.59812e-06,162118.0,531.166,2.10599,0.600917,4323.0,4.57199
3376,00032150630-02,32150630,8.0,1.49202,3.95038e-05,25427.6,455.864,1.99041,0.859465,4323.0,4.57199
3377,00033715938-01,33715938,8.0,1.43905,-1.0,350018.0,0.0,2.0,0.1,6482.0,3.90079
3378,00033715938-02,33715938,8.0,1.43882,-1.0,3733.1,-1.0,1.5,0.1,6482.0,3.90079
3379,00033864821-01,33864821,8.0,0.810464,8.32446e-06,104479.0,802.943,1.60916,0.52292,3940.0,4.62963
3380,00033864821-02,33864821,8.0,0.810447,2.09953e-05,29838.3,613.385,1.5561,0.637471,3940.0,4.62963
3381,00339633702-01,339633702,8.0,0.444931,5.65636e-05,1263.56,72.529,2.84798,0.990105,5895.0,4.37383
3382,00339890862-01,339890862,8.0,0.446207,2.51294e-05,171.135,17.2228,1.41004,0.296571,5780.0,4.438
3383,00339890862-02,339890862,8.0,0.446203,2.2995e-05,172.586,13.4999,1.04132,0.489015,5780.0,4.438
3384,00340356526-01,340356526,8.0,0.210704,1.5368e-05,269.648,35.6534,0.495945,0.896159,9142.0,3.71846
3385,00340356526-02,340356526,8.0,0.210695,1.18931e-05,303.311,29.1483,0.514359,0.775277,9142.0,3.71846
3386,00340632776-01,340632776,8.0,0.233286,1.08421e-05,466.961,35.7486,0.656948,0.12244,3793.0,4.438
3387,00340632776-02,340632776,8.0,0.233293,9.03185e-06,574.504,33.0718,0.771139,0.00999983,3793.0,4.438
3388,00340633943-01,340633943,8.0,0.377844,3.22521e-05,32225.2,1087.96,4.53412,0.833003,6070.0,4.43289
3389,00341550561-01,341550561,8.0,0.276484,1.46665e-05,282.464,39.6657,0.843266,0.182593,9471.0,3.12728
3390,00344926234-01,344926234,8.0,0.49359,7.23046e-05,246.702,27.3625,1.5459,0.702679,5872.0,4.43995
3391,00344999162-01,344999162,8.0,0.493537,8.44418e-05,235.285,27.6527,1.51764,0.00999983,4024.0,4.438
3392,00345036540-01,345036540,8.0,0.264016,1.30792e-05,1099.0,159.877,0.510152,0.00999983,5450.0,4.40968
3393,00347414552-01,347414552,8.0,0.943346,9.39378e-05,433.105,55.8259,0.514312,0.428026,5756.0,4.34942
3394,00348680748-01,348680748,8.0,1.74582,0.00031678,1126.76,98.8936,2.01867,0.375998,4786.0,4.52282
3395,00348897766-01,348897766,8.0,0.22107,2.86907e-06,17146.2,562.744,0.702571,0.990105,6272.35,4.21276
3396,00348905378-01,348905378,8.0,1.00546,0.000432871,14806.9,1607.78,3.85078,0.836826,2909.0,5.15714
3397,00349156098-01,349156098,8.0,1.20107,0.000578932,512.404,83.5911,4.08964,0.990105,5661.22,4.38092
3398,00349270369-01,349270369,8.0,0.221166,4.30258e-05,112.662,28.7876,0.437599,0.173799,7854.0,3.91254
3399,00349310205-01,349310205,8.0,0.879056,0.000103169,70651.3,4007.3,2.36359,0.912936,5744.0,4.438
3400,00349310205-02,349310205,8.0,0.87927,0.000190474,32613.5,3550.13,2.44822,0.896084,5744.0,4.438
3401,00349480507-01,349480507,8.0,1.5625,-1.0,371423.0,0.0,3.5,0.1,6585.0,3.83931
3402,00349484636-01,349484636,8.0,0.371964,2.75884e-05,5321.8,274.191,2.01214,0.990105,5613.41,4.08737
3403,00349642881-01,349642881,8.0,1.47356,0.000133018,88459.6,4696.19,2.09982,0.864155,4985.0,4.438
3404,00349642881-02,349642881,8.0,1.47425,0.00039515,30169.2,3863.3,2.29562,0.904928,4985.0,4.438
3405,00349644606-01,349644606,8.0,0.385271,5.19089e-05,284.014,35.2325,1.25716,0.20481,6336.0,4.2314
3406,00349790953-01,349790953,8.0,1.55189,0.000238504,5738.42,291.256,3.2828,0.990105,4997.1,2.36
3407,00349832824-01,349832824,8.0,1.04073,2.34618e-06,157033.0,282.213,2.65503,0.895429,6180.43,4.39632
3408,00349832824-02,349832824,8.0,0.520359,4.87863e-06,37468.2,196.033,2.65693,0.920489,6180.43,4.39632
3409,00349970685-01,349970685,8.0,1.25669,1.48576e-05,95765.2,640.884,2.0073,0.610446,4318.0,4.57255
3410,00349970685-02,349970685,8.0,0.62835,4.37713e-05,17197.5,677.754,1.95819,0.809829,4318.0,4.57255
3411,00350030939-01,350030939,8.0,0.610479,1.86122e-05,103751.0,1030.3,4.44757,0.990105,7303.41,4.11142
3412,00350030939-02,350030939,8.0,0.627838,0.00187891,12220.7,1802.77,2.88668,0.990105,7303.41,4.11142
3413,00350094542-01,350094542,8.0,0.314678,2.15712e-05,799.073,73.149,1.06663,0.300568,6312.0,4.46107
3414,00350094542-02,350094542,8.0,0.314571,5.7094e-05,1124.18,84.7286,2.65063,0.990105,6312.0,4.46107
3415,00350431335-01,350431335,8.0,0.574855,5.80253e-05,335.849,25.2656,1.53099,0.46883,5815.0,3.71079
3416,00350443417-01,350443417,8.0,1.21672,2.34615e-06,228199.0,411.285,2.97414,0.69909,8005.0,4.41859
3417,00350443417-02,350443417,8.0,1.21673,1.29698e-05,49125.1,271.755,2.89583,0.939099,8005.0,4.41859
3418,00350443417-03,350443417,8.0,0.520532,2.77141e-05,1656.52,183.249,0.474686,0.33119,8005.0,4.41859
3419,00350478924-01,350478924,8.0,0.437156,1.8735e-05,2316.29,436.094,1.06068,0.547599,6748.21,4.37079
3420,00350478924-02,350478924,8.0,0.218595,7.92697e-06,16298.1,1080.07,1.03381,0.990105,6748.21,4.37079
3421,00350622185-01,350622185,8.0,0.584287,1.55261e-06,194804.0,228.982,4.01845,0.858817,6958.0,4.17231
3422,00355357949-01,355357949,8.0,1.46048,1.88159e-05,30866.8,211.685,2.44682,0.836548,6513.0,4.15746
3423,00355357949-02,355357949,8.0,1.46053,0.000218174,2385.53,235.694,2.53998,0.955479,6513.0,4.15746
3424,00355462802-01,355462802,8.0,0.368124,2.35546e-05,62166.5,2795.65,2.2422,0.68717,3380.0,4.92254
3425,00355462802-02,355462802,8.0,0.368097,2.39531e-05,19712.4,2115.49,0.659794,0.801075,3380.0,4.92254
3426,00358465355-01,358465355,8.0,0.570829,3.55996e-05,887.515,58.8522,1.99852,0.500815,9219.0,4.17439
3427,00358465355-02,358465355,8.0,1.14115,0.00020956,430.662,64.4747,2.62511,0.00999983,9219.0,4.17439
3428,00363963079-01,363963079,8.0,0.325935,1.38754e-05,27113.0,1432.44,1.06101,0.972528,3066.0,4.438
3429,00363963079-02,363963079,8.0,0.326073,1.22495e-05,19859.8,1055.6,0.928789,0.896249,3066.0,4.438
3430,00364302118-01,364302118,8.0,0.67267,1.16867e-05,29786.7,234.485,2.84262,0.951469,5813.0,4.33879
3431,00370101492-01,370101492,8.0,0.815802,4.75284e-05,2156.44,227.125,1.44375,0.47495,6210.13,4.07071
3432,00370101492-02,370101492,8.0,1.63291,0.000159952,13418.3,1223.34,2.29995,0.990105,6210.13,4.07071
3433,00370236000-01,370236000,8.0,0.314595,1.97638e-05,301.487,36.5709,0.522597,0.5,8650.0,4.59601
3434,00373844472-01,373844472,8.0,0.919462,2.35861e-05,9960.03,210.995,1.44595,0.943322,5616.0,4.3762
3435,00373846934-01,373846934,8.0,0.311735,2.83565e-05,451.639,42.0845,1.10708,0.705105,8290.0,3.96654
3436,00037435039-01,37435039,8.0,1.59962,-1.0,0.0,0.0,2.0,0.1,5669.0,4.438
3437,00037435039-02,37435039,8.0,1.59883,-1.0,774.203,-1.0,1.5,0.1,5669.0,4.438
3438,00037435039-03,37435039,8.0,1.59961,-1.0,725.388,-1.0,1.5,0.1,5669.0,4.438
3439,00376985426-01,376985426,8.0,0.282963,8.52723e-06,132578.0,8528.56,0.60211,0.598746,6463.0,4.438
3440,00376985426-02,376985426,8.0,0.28294,6.22537e-06,144874.0,8412.61,0.576438,0.842551,6463.0,4.438
3441,00377064495-02,377064495,8.0,0.446547,6.36916e-05,289.999,29.2329,1.36677,0.578454,5391.0,4.52526
3442,00038035614-01,38035614,8.0,0.355446,4.87794e-05,265.633,30.814,1.21583,0.925274,7410.0,5.12079
3443,00381950094-01,381950094,8.0,0.427187,1.56219e-05,11097.8,649.174,1.88127,0.990105,6549.0,4.0742
3444,00382509588-01,382509588,8.0,0.2526,2.79009e-05,480.307,61.8421,0.651624,0.00999983,7124.0,4.27092
3445,00382528174-01,382528174,8.0,0.319508,5.34201e-05,3377.22,279.948,2.2496,0.990105,4166.0,4.62295
3446,00382529132-01,382529132,8.0,0.685708,0.000107172,1036.49,110.62,1.51601,0.378578,5589.0,4.38151
3447,00382529583-01,382529583,8.0,0.289876,2.2571e-05,1098.59,71.4364,1.33783,0.990105,5854.0,4.25
3448,00382631664-01,382631664,8.0,0.332484,2.76025e-05,27934.4,1419.78,1.84762,0.986705,4908.0,4.438
3449,00382631678-01,382631678,8.0,0.332542,1.65472e-05,1874.16,138.953,1.01202,0.701343,7189.0,4.15354
3450,00382631678-02,382631678,8.0,0.332477,3.68461e-05,2864.54,182.742,1.9931,0.990105,7189.0,4.15354
3451,00038341906-01,38341906,8.0,0.294565,6.46773e-05,13401.1,1750.59,1.53686,0.844893,3010.0,5.10976
3452,00038459686-01,38459686,8.0,0.512189,3.70911e-05,799.667,65.8788,1.65262,0.00999983,5009.0,4.64101
3453,00038462492-01,38462492,8.0,1.65443,0.000616981,1430.85,232.524,3.70814,0.968701,6013.81,4.24611
3454,00038586438-01,38586438,8.0,0.555642,1.71037e-06,131625.0,409.111,1.33884,0.641233,3451.0,4.438
3455,00386437695-01,386437695,8.0,1.78773,3.48933e-05,70094.1,346.209,4.06763,0.952295,6866.0,4.18078
3456,00038708544-01,38708544,8.0,0.449632,5.01937e-05,459.249,128.161,0.899512,0.827632,6920.0,4.08232
3457,00038842861-01,38842861,8.0,0.513,7.98049e-05,5193.57,362.717,2.87457,0.902406,3962.0,4.62512
3458,00389922504-01,389922504,8.0,0.424914,2.79206e-05,402.099,44.6153,1.51722,0.0166776,5780.0,4.438
3459,00389922504-02,389922504,8.0,0.21247,8.02101e-06,679.042,49.7415,0.42062,0.322973,5780.0,4.438
3460,00393344055-01,393344055,8.0,0.754639,2.79058e-05,99885.1,872.044,6.48846,0.990105,8803.0,4.0794
3461,00400525177-01,400525177,8.0,1.87161,0.000116258,19629.1,687.292,4.92858,0.220674,6990.0,4.16952
3462,00401025730-01,401025730,8.0,0.720216,0.000120139,882.295,97.9749,2.01011,0.990105,6793.0,4.31485
3463,00404797151-01,404797151,8.0,1.78002,0.00121522,4002.3,422.284,9.4337,0.990105,5780.0,4.438
3464,00405391996-01,405391996,8.0,0.642776,1.92506e-05,9204.96,166.569,1.91418,0.970953,5764.0,4.34792
3465,00405391996-02,405391996,8.0,1.28392,0.00028808,1050.36,160.468,2.9277,0.113515,5764.0,4.34792
3466,00405391996-03,405391996,8.0,1.28588,0.000237832,852.301,107.108,1.19104,0.706052,5764.0,4.34792
3467,00408351887-01,408351887,8.0,1.07317,2.09971e-05,56881.2,914.82,4.13495,0.01576,6876.0,4.17982
3468,00408351887-02,408351887,8.0,1.07322,3.46735e-05,22283.8,504.464,4.02923,0.601191,6876.0,4.17982
3469,00409900613-01,409900613,8.0,1.10338,1.73914e-05,72586.2,537.094,1.64277,0.0124178,3114.0,5.06221
3470,00409942986-01,409942986,8.0,0.876132,1.52978e-05,9981.92,315.855,2.06839,0.851957,6598.0,4.2103
3471,00409942986-02,409942986,8.0,0.27961,2.48037e-05,6356.08,576.123,3.03331,0.990105,6598.0,4.2103
3472,00410160721-01,410160721,8.0,1.78973,0.000718546,2754.59,248.433,5.45478,0.989418,5219.0,4.45655
3473,00410487677-01,410487677,8.0,0.29939,2.41195e-05,251.167,20.6987,1.16098,0.697691,6090.0,3.87227
3474,00410487677-02,410487677,8.0,0.299266,1.94897e-05,254.341,25.1245,0.458845,0.532154,6090.0,3.87227
3475,00041233766-01,41233766,8.0,0.57042,0.000118168,275.886,41.4838,1.89262,0.688817,6066.02,4.12407
3476,00413024324-01,413024324,8.0,1.15053,0.00010182,34294.8,1961.0,1.59652,0.955964,6262.0,4.25935
3477,00415345299-01,415345299,8.0,1.59358,0.000231894,3951.9,186.861,2.70371,0.98432,4016.0,4.67078
3478,00415434817-01,415434817,8.0,0.831335,-1.0,404645.0,0.0,1.5,0.1,6907.0,4.17692
3479,00415434817-02,415434817,8.0,0.831301,0.000108231,11988.3,1133.68,3.82904,0.990105,6907.0,4.17692
3480,00419238806-01,419238806,8.0,0.232311,2.05278e-05,26978.6,3111.56,0.606535,0.0970238,3032.0,5.10464
3481,00422204382-01,422204382,8.0,1.20956,0.000643159,6039.94,1071.15,3.15955,0.906873,3198.0,5.01809
3482,00422204382-02,422204382,8.0,1.20968,0.00111744,8148.28,905.769,7.91322,0.990105,3198.0,5.01809
3483,00423279462-01,423279462,8.0,1.53611,-1.0,292575.0,0.0,2.5,0.1,5715.0,4.06733
3484,00430415842-01,430415842,8.0,0.692921,5.23848e-05,81.7621,9.18514,1.00596,0.721951,10304.0,4.438
3485,00430415842-02,430415842,8.0,0.693036,4.18847e-05,136.412,10.2848,0.631471,0.701972,10304.0,4.438
3486,00430415842-03,430415842,8.0,0.69324,4.62406e-05,138.836,12.7789,1.02613,0.714711,10304.0,4.438
3487,00453059861-01,453059861,8.0,0.77204,5.63811e-06,10366.2,33.7948,2.42823,0.983469,6256.0,4.438
3488,00461743668-01,461743668,8.0,0.490673,0.000138284,11825.3,1981.69,1.76568,0.363777,3540.0,4.84541
3489,00046880946-01,46880946,8.0,0.235307,3.05629e-05,188.561,34.3541,0.563047,0.279269,7221.0,3.94399
3490,00471013677-01,471013677,8.0,0.232721,2.98412e-05,60242.9,6214.61,1.39179,0.939117,5780.0,4.438
3491,00047175622-01,47175622,8.0,0.761693,1.60728e-05,10770.1,101.165,1.96992,0.990105,6698.4,4.56
3492,00051325134-01,51325134,8.0,1.6,-1.0,7926.72,-1.0,3.5,0.1,8645.0,4.438
3493,00051370353-01,51370353,8.0,0.648771,0.000105104,144.324,15.7155,2.07824,0.685226,8844.0,4.24602
3494,00005342415-01,5342415,8.0,0.560221,8.48098e-05,7858.24,656.341,1.77303,0.885824,3293.0,4.9709
3495,00054957535-01,54957535,8.0,0.792848,5.4934e-06,61097.6,505.347,3.04155,0.102434,6873.0,4.18011
3496,00054957535-02,54957535,8.0,0.792834,8.53856e-06,24501.5,264.243,2.97845,0.616295,6873.0,4.18011
3497,00055252407-01,55252407,8.0,1.31111,-1.0,286382.0,-1.0,3.5,0.1,3258.0,4.98988
3498,00055652785-01,55652785,8.0,1.69415,1.35962e-05,96582.3,259.127,4.58009,0.686127,6369.82,4.29441
3499,00055652785-02,55652785,8.0,1.69414,3.05786e-05,35483.5,276.333,4.58859,0.77017,6369.82,4.29441
3500,00055848818-01,55848818,8.0,0.317468,4.13542e-05,677.332,84.9507,1.17732,0.92388,5803.13,4.24587
3501,00055848940-01,55848940,8.0,0.487071,4.16272e-05,362.712,36.3858,0.971588,0.344456,7101.0,3.92962
3502,00056332484-01,56332484,8.0,0.461312,-1.0,449.21,-1.0,1.5,0.1,5780.0,4.438
3503,00056332484-02,56332484,8.0,0.461363,1.3698e-05,576.661,42.1183,0.359724,0.724088,5780.0,4.438
3504,00056332484-03,56332484,8.0,0.461476,1.89015e-05,580.677,49.5211,0.488693,0.901487,5780.0,4.438
3505,00056630835-01,56630835,8.0,0.205898,1.14989e-05,482.941,59.2132,0.728109,0.647389,5780.0,4.438
3506,00056630835-02,56630835,8.0,1.02948,8.17886e-05,813.82,171.859,1.50211,0.192859,5780.0,4.438
3507,00056630835-03,56630835,8.0,0.411648,1.98176e-05,4824.0,273.212,2.24637,0.86224,5780.0,4.438
