,tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux,Sectors
19840,00341695745-01,341695745,1,1,4542.0,4.54912,0.270096,1.52708e-05,3.36374,2.39927,0.0413794,3.21861,0.00731976,0.74462,1779.86,262.449,0.515219,1596.96,0.000561068,0.0388092,0.693742,5.19013,0.13775,100,26.8944,7.44079,2.67235,2021.43,3945.96,11
19841,00342727225-01,342727225,1,2,6478.0,4.63266,0.387259,2.16809e-05,3.53925,1.88952,0.0352748,2.97064,0.0114184,0.919061,1419.7,141.065,1.05049,1596.78,0.000723328,0.0374181,0.0763751,9.8189,0.19306,71,33.4021,8.7898,3.12294,2564.5,10221.9,11
19842,00342727225-02,342727225,2,2,6478.0,4.63266,0.387189,5.03827e-05,9.21503,4.82385,0.0918438,1.17185,0.011417,0.919061,3703.32,221.088,2.43882,1596.98,0.00204337,1.21941,0.990105,0.0,0.19266,70,28.9486,9.70421,3.06289,2564.65,10224.3,11
19845,00348897766-02,348897766,2,2,6272.35,4.21276,0.221052,-1.0,5.80022,-1.0,0.033962,3.52848,0.00811527,1.5644,0.0,0.0,0.5,1596.78,-1.0,0.0170348,0.1,14.9406,0.11146,0,71.0427,23.0218,5.35461,3842.77,51534.7,11
19846,00348900258-01,348900258,1,1,7328.0,4.18333,0.259048,2.20275e-05,3.34386,1.01075,0.0177196,1.85403,0.00942569,1.72859,287.791,41.3334,0.595683,1596.89,0.000840379,0.0509363,0.896828,7.74617,0.16217,105,76.5048,7.93524,2.8129,4378.92,86893.7,11
19850,00349156098-01,349156098,1,2,5661.22,4.38092,1.20144,0.000153298,7.75859,3.90546,0.064155,1.33654,0.0226758,1.10777,1749.04,52.0737,4.12476,1597.03,0.00206176,2.06238,0.990105,8.4848,0.58611,23,19.1898,16.2248,4.90255,1746.0,2196.35,11
19851,00349156098-02,349156098,2,2,5661.22,4.38092,1.20235,0.00025348,2.09826,3.3586,0.0173503,4.45164,0.0226872,1.10777,349.103,45.8105,2.04274,1597.61,0.00320427,0.0381901,0.273037,0.98144,0.21111,22,9.40633,8.01955,3.21697,1745.57,2194.15,11
19863,00349644606-01,349644606,1,2,6336.0,4.2314,0.384818,3.56294e-05,2.69467,2.40666,0.0173716,2.60853,0.0111729,1.4209,333.401,36.0071,1.06157,1596.8,0.0012413,0.0238826,0.460597,6.97293,0.19583,71,34.2902,8.02326,3.06034,3152.86,23352.9,11
19864,00349644606-02,349644606,2,2,6336.0,4.2314,0.385066,4.09917e-05,3.04752,0.642481,0.0196463,1.47704,0.0111777,1.4209,358.707,30.6969,1.36695,1596.99,0.00135468,0.107153,0.867586,0.0,0.19218,70,41.5884,8.59824,3.37736,3152.19,23332.9,11
19877,00350094542-01,350094542,1,2,6312.0,4.46107,0.31455,5.5687e-05,4.69047,3.85669,0.0395698,1.1097,0.00973803,1.0858,802.961,104.446,1.68435,1596.83,0.00276668,0.842174,0.986594,7.97121,0.16111,87,33.2958,8.31246,3.33771,2941.02,17681.3,11
19878,00350094542-02,350094542,2,2,6312.0,4.46107,0.314569,4.10717e-05,4.72984,3.9904,0.039902,1.17151,0.00973843,1.0858,835.903,107.37,1.32588,1596.98,0.00189684,0.662939,0.985464,0.0,0.15732,86,71.8412,10.6029,3.81161,2940.96,17679.9,11
19883,00350431335-01,350431335,1,1,5815.0,3.71079,0.574822,3.94359e-05,4.69157,4.7433,0.0181809,3.07907,0.0137459,2.36374,381.535,27.8892,1.4446,1596.79,0.00105325,0.028168,0.229524,5.07,0.28889,48,56.9425,12.5283,3.74604,3364.76,30292.8,11
19886,00350443417-03,350443417,3,5,8005.0,4.41859,0.746194,3.59043e-05,6.32668,3.8647,0.0407497,13.1036,0.0200702,1.42216,1844.02,228.119,0.452332,1597.27,0.000650825,0.0178181,0.0658635,9.56685,0.26701,36,10.3531,9.26787,4.06504,2973.39,18472.6,11
19887,00350443417-04,350443417,4,5,8005.0,4.41859,0.746148,6.20314e-05,8.27648,1.90451,0.0533083,3.81418,0.0200694,1.42216,2306.43,411.145,0.695729,1596.79,0.00123109,0.347865,0.9525,6.07187,-0.13471,37,15.514,9.52219,5.5561,2973.45,18474.1,11
19888,00350443417-05,350443417,5,5,8005.0,4.41859,0.202705,3.03814e-05,8.0772,10.1098,0.0520247,1.0951,0.00841835,1.42216,1300.49,157.81,1.33677,1596.83,0.0020421,0.668387,0.990105,3.09513,0.14167,134,119.775,10.2469,4.3685,4591.07,104997.0,11
19906,00356524567-02,356524567,2,2,3481.0,4.438,1.15386,0.000259724,4.0106,2.10305,0.0367373,3.36283,0.0215406,1.0,1609.28,153.586,2.76243,1597.8,0.00339757,0.100868,0.00999983,1.18332,0.37545,23,14.3799,8.95012,2.95126,1046.57,283.525,11
19915,00357041177-01,357041177,1,2,5905.0,4.32187,1.25909,0.00040716,8.78689,16.3982,0.0679341,1.6021,0.0233837,1.1848,1998.47,188.932,3.11445,1597.58,0.00492012,1.55722,0.989874,7.0466,0.64477,21,10.5199,10.2665,3.5567,1854.72,2796.6,11
19916,00357041177-02,357041177,2,2,5905.0,4.32187,1.25773,0.00044294,4.19133,4.21681,0.0324044,2.24557,0.0233669,1.1848,928.848,122.748,2.41103,1596.97,0.00577085,0.354238,0.896974,2.00536,-0.21263,22,13.4515,7.27708,3.0187,1855.38,2800.63,11
19931,00357468319-01,357468319,1,2,5360.0,4.42826,0.303249,2.13066e-05,3.39879,6.31796,0.03195,5.27033,0.00862201,0.97443,1198.14,178.942,0.446279,1596.96,0.000900681,0.0146653,0.22048,7.78929,0.1543,89,74.5011,8.6191,3.3431,2514.36,9445.65,11
19932,00357468319-02,357468319,2,2,5360.0,4.42826,0.30324,2.161e-05,3.68669,5.11125,0.0346564,3.95441,0.00862185,0.97443,1181.82,179.779,0.412445,1596.8,0.000898069,0.0332054,0.773844,2.04636,0.05313,90,82.1671,8.18879,3.77183,2514.39,9446.01,11
19953,00358022169-02,358022169,2,2,5738.0,4.52065,0.30325,2.33661e-06,9.91828,3.73103,0.0986436,1.99458,0.00891421,0.921012,4034.55,43.2008,0.64636,1596.8,0.000102949,0.32318,0.989735,0.92347,0.10104,90,374.212,85.1166,12.6262,2573.62,10368.0,11
19956,00358027812-01,358027812,1,1,4448.0,4.55868,0.706341,8.80465e-05,4.40081,3.29627,0.0554604,4.49794,0.0137728,0.726853,3605.37,309.509,1.1703,1596.86,0.00190217,0.0756629,0.431042,3.00246,0.35139,39,21.3654,10.8709,3.5007,1425.83,976.778,11
19963,00358884558-01,358884558,1,1,3120.0,4.438,0.299966,3.08148e-05,8.00164,2.28143,0.0732954,2.16402,0.00877411,1.0,6121.95,630.39,1.0988,1596.89,0.00128585,0.0977975,0.444158,2.49759,0.15556,91,60.5573,10.2146,3.78224,1469.76,1102.81,11
19965,00035905913-01,35905913,1,2,5780.0,4.438,0.305015,2.32003e-05,1.69576,1.13442,0.0155332,1.86788,0.0088723,1.0,257.241,31.6247,1.08915,1596.89,0.000931742,0.0297528,0.636581,8.35325,0.14167,89,47.5031,8.3436,2.81902,2707.71,12703.6,11
19966,00035905913-02,35905913,2,2,5780.0,4.438,0.304952,2.84608e-05,1.46365,1.80794,0.0134071,2.44571,0.00887108,1.0,209.932,32.461,0.992477,1597.04,0.00113184,0.014041,0.0815083,0.0,0.15212,89,82.3771,8.32998,3.80733,2707.89,12707.1,11
19969,00359308549-01,359308549,1,1,8866.0,4.29103,1.22121,0.000174062,2.78701,0.58359,0.0144215,2.65249,0.0292444,1.77021,213.711,16.882,2.72795,1596.85,0.00231785,0.0763064,0.69622,2.538,0.65833,23,17.3827,10.0544,3.58299,3043.76,20284.5,11
19972,00359618989-02,359618989,2,3,5780.0,4.438,0.937182,6.54378e-05,6.99659,0.504862,0.0640891,2.51487,0.0187516,1.0,3175.7,266.537,1.52614,1597.6,0.0011122,0.763069,0.942881,6.205,-0.11111,29,21.6244,11.2117,4.2472,1862.52,2843.96,11
19973,00359618989-03,359618989,3,3,5780.0,4.438,0.937545,6.73444e-05,6.77364,0.292271,0.0620469,2.58847,0.0187564,1.0,3110.64,242.645,1.50527,1597.09,0.00112131,0.643904,0.935087,3.18117,0.10833,29,6.8434,9.27825,3.70929,1862.28,2842.5,11
19974,00359641149-01,359641149,1,2,6690.0,4.19641,0.228606,9.42263e-06,4.37261,2.18933,0.0254625,2.60123,0.00822575,1.57303,728.436,64.3647,0.687981,1596.79,0.000335167,0.0191437,0.253344,12.0376,0.13854,119,63.5119,9.68669,3.54209,4082.24,65632.1,11
19975,00359641149-02,359641149,2,2,6690.0,4.19641,0.228629,8.13528e-06,4.68635,1.51541,0.0272895,2.73051,0.0082263,1.57303,766.003,54.9777,0.502825,1596.93,0.00030511,0.0263937,0.702934,7.71715,0.14733,119,121.143,13.3682,3.3751,4082.1,65623.2,11
19990,00360205899-02,360205899,2,2,3427.0,4.438,0.428646,5.54236e-05,9.16993,0.350259,0.083997,1.26768,0.0111315,1.0,6182.88,387.104,2.4982,1596.91,0.0020194,0.807109,0.883324,0.0,0.21431,64,87.2515,12.6875,3.71295,1433.27,997.324,11
19991,00360339486-01,360339486,1,2,3343.0,4.438,0.566477,5.50019e-05,7.76153,0.305492,0.071096,1.51342,0.0134053,1.0,4799.65,330.222,2.46445,1597.3,0.00146158,0.486032,0.823809,16.5114,0.28172,49,30.3422,12.3455,2.82521,1274.06,622.702,11
19992,00360339486-02,360339486,2,2,3343.0,4.438,0.566679,3.20478e-05,6.32066,0.555547,0.0578975,2.21213,0.0134085,1.0,3991.63,213.368,2.15433,1597.02,0.000769658,0.127395,0.0727488,0.0,0.28322,48,68.6568,17.4183,4.93085,1273.91,622.407,11
19996,00362249359-01,362249359,1,1,3965.0,4.68337,1.04224,0.000154734,1.43751,2.18563,0.0222426,6.21933,0.0171319,0.592,575.949,64.769,1.23802,1597.25,0.00226725,0.0307604,0.34674,1.68829,0.69352,26,34.6103,8.14675,4.75185,1028.47,264.42,11
19999,00363655532-01,363655532,1,1,5494.0,4.43378,0.65108,0.000238195,3.18508,0.700514,0.0295711,1.12929,0.0145302,0.98662,623.709,87.1758,3.18503,1597.43,0.0060086,1.59251,0.969794,3.01194,0.33019,42,25.6398,8.90217,3.43003,1997.65,3763.57,11
20004,00363885457-02,363885457,2,2,5974.0,4.30933,0.351973,1.44794e-05,5.1499,5.41933,0.0388187,3.56115,0.0100703,1.21522,1678.71,269.682,0.718757,1596.92,0.000396392,0.0343453,0.4571,7.01461,0.17396,77,20.916,9.14199,2.97484,2895.77,16617.9,11
20017,00370236000-01,370236000,1,2,8650.0,4.59601,0.224621,1.9551e-05,3.02611,2.29565,0.0225927,1.15743,0.00936124,1.22691,293.28,72.3381,0.75624,1596.92,0.001052,0.37812,0.990105,9.6343,0.08821,121,88.2806,7.85456,2.9895,4369.66,86161.1,11
20018,00370236000-02,370236000,2,2,8650.0,4.59601,0.224672,1.29746e-05,1.92014,1.02375,0.0143356,4.29992,0.00936267,1.22691,228.022,26.8722,0.408718,1596.79,0.000512303,0.00588387,0.00999983,3.9514,0.05313,121,154.362,9.91645,3.77148,4369.33,86134.9,11
20023,00371108287-01,371108287,1,1,3194.0,5.02137,0.868633,0.00017388,2.65051,1.44767,0.102442,1.55649,0.0106824,0.237,6876.89,527.86,3.17184,1597.4,0.00319398,1.58592,0.944126,0.0,0.2125,31,38.7784,13.1386,4.19735,663.845,45.8974,11
20025,00371867468-01,371867468,1,1,3134.0,5.05293,0.570469,0.000106678,2.11763,0.549651,0.0914978,2.18881,0.00767674,0.212,9840.7,918.432,2.27504,1597.18,0.00285376,0.204958,0.014069,3.08976,0.16471,47,36.3512,8.22528,3.18232,726.725,65.9177,11
20035,00375035936-01,375035936,1,1,6088.98,4.45941,0.232662,1.91779e-05,4.22673,4.74967,0.025596,3.20547,0.0099219,1.51262,751.333,118.566,0.578602,1596.93,0.000840033,0.014946,0.0317856,4.59817,-0.05521,116,49.7667,7.34458,3.13746,3317.45,28624.4,11
20037,00375895280-01,375895280,1,2,8092.0,4.37546,0.447548,3.94207e-05,2.55541,0.392015,0.0155254,1.48508,0.0143575,1.5077,220.762,27.5459,1.39183,1597.08,0.00114652,0.112101,0.901669,9.52016,0.18495,60,46.3979,8.20295,3.21426,3659.03,42362.9,11
20038,00375895280-02,375895280,2,2,8092.0,4.37546,0.447924,2.72871e-05,2.53185,0.727798,0.0153823,2.10234,0.0143655,1.5077,255.627,24.5465,1.54386,1596.81,0.000791508,0.0325551,0.485277,5.14605,0.16389,61,73.4066,10.1538,4.26111,3658.01,42315.5,11
20039,00376382827-01,376382827,1,2,5643.0,4.62433,0.699758,0.000170638,8.88929,5.425,0.100818,1.23247,0.0154424,0.807653,4239.74,325.34,3.82179,1596.93,0.0038271,1.91089,0.990105,12.4419,0.33611,39,13.2174,7.99322,2.80344,1800.77,2485.14,11
20040,00376382827-02,376382827,2,2,5643.0,4.62433,0.699613,0.000118452,9.07115,4.839,0.102881,1.25513,0.0154402,0.807653,4413.95,224.77,3.64147,1597.28,0.00235863,1.82074,0.990105,0.0,0.35011,39,132.097,11.8122,5.02288,1800.89,2485.83,11
20045,00377569880-01,377569880,1,1,6808.0,4.38052,0.522496,5.25337e-05,7.39677,0.965658,0.0523542,1.20659,0.0144336,1.29416,2269.95,154.023,2.64829,1596.91,0.00158265,1.16716,0.945816,10.7436,0.26111,52,23.8559,9.38856,2.77536,2844.58,15473.6,11
20047,00378804584-01,378804584,1,2,4311.0,4.438,0.441692,0.000112465,9.89899,5.53015,0.0906751,2.39814,0.0113563,1.0,10193.0,1489.57,1.59064,1597.16,0.00372864,0.140746,0.0661485,5.35852,0.20426,61,41.6219,7.34734,2.54195,1785.06,2399.55,11
20048,00378804584-02,378804584,2,2,4311.0,4.438,0.442963,0.00013049,9.55888,4.94235,0.0875598,2.19203,0.011378,1.0,9292.28,1434.38,1.70342,1596.9,0.00433917,0.158884,0.290326,1.88279,0.14444,62,66.3477,7.60545,3.36619,1783.35,2390.38,11
20063,00382245461-01,382245461,1,1,5164.0,4.46691,1.01624,0.000229459,4.79393,4.95959,0.0485411,3.05009,0.0189282,0.904649,2645.01,238.619,2.38658,1597.21,0.0036339,0.153441,0.522112,5.1011,0.51111,27,15.8096,8.37079,3.20592,1575.3,1455.37,11
20073,00382528174-01,382528174,1,1,4166.0,4.62295,0.319514,3.87086e-05,5.64002,0.687764,0.0762992,1.12777,0.00813275,0.677109,4382.1,364.883,2.47195,1597.06,0.00194255,1.23597,0.931305,3.57353,0.22504,86,32.7024,9.9806,3.29382,1677.34,1870.72,11
20075,00382529132-01,382529132,1,1,5589.0,4.38151,0.685108,0.000107138,3.25388,4.25085,0.0280939,2.47666,0.0151573,1.06093,928.407,85.8173,2.22764,1596.89,0.00236861,0.0653445,0.116711,4.23258,0.32917,40,41.21,9.58694,3.80556,2063.28,4283.05,11
20079,00383417521-01,383417521,1,2,5769.0,4.42113,0.283439,3.79554e-05,2.17618,1.77233,0.0192234,1.62687,0.00854436,1.03696,370.605,52.015,1.06412,1596.83,0.00168608,0.049974,0.760385,7.71025,0.14028,96,55.8084,7.55108,2.47898,2804.36,14616.9,11
20080,00383417521-02,383417521,2,2,5769.0,4.42113,0.283272,2.86166e-05,2.47139,1.70943,0.0218312,1.70135,0.00854101,1.03696,494.346,50.7912,1.08354,1596.99,0.00126377,0.0480864,0.700026,0.0,0.14159,96,104.936,9.4917,3.02184,2804.91,14628.4,11
20081,00383582909-01,383582909,1,2,4270.0,4.05939,0.346666,1.72176e-05,6.27625,6.22982,0.0417887,4.0499,0.00893825,1.37575,2180.2,180.973,0.688969,1596.86,0.000658577,0.0282019,0.00999983,8.36462,-0.08619,79,51.4383,10.8823,3.52688,2337.56,7056.25,11
20082,00383582909-02,383582909,2,2,4270.0,4.05939,0.346405,3.72612e-05,7.67319,1.51714,0.0510898,1.38903,0.00893376,1.37575,1992.34,166.07,1.31783,1597.13,0.00173402,0.403258,0.927923,6.86281,0.17083,79,59.678,11.5783,4.25337,2338.15,7063.35,11
20084,00038459686-01,38459686,1,1,5009.0,4.64101,0.512249,3.80274e-05,1.67923,2.3423,0.0213036,6.01006,0.01179,0.722026,548.689,69.418,0.667918,1597.1,0.00106116,0.0140746,0.0319254,3.03412,0.19392,53,10.4177,14.5679,3.73838,1729.67,2115.29,11
20086,00038462522-01,38462522,1,1,5777.68,4.48807,1.35681,0.000276711,8.55492,11.9863,0.0804327,2.01332,0.0245082,0.974273,2847.28,200.1,2.62242,1597.27,0.00329632,1.31121,0.987126,2.75284,0.93885,20,66.0027,14.0293,6.30498,1607.42,1577.76,11
20096,00038842861-01,38842861,1,1,3962.0,4.62512,0.513165,0.000102713,5.94719,4.16716,0.0859554,1.20476,0.0106903,0.633776,3823.02,335.959,2.94044,1597.1,0.00325634,1.47022,0.971111,3.78112,0.3495,53,18.991,9.03046,2.67143,1346.11,775.956,11
20105,00389922504-01,389922504,1,2,5780.0,4.438,0.424788,6.07195e-05,2.45657,0.162408,0.0225023,1.1433,0.0110646,1.0,377.638,46.4465,1.87798,1597.02,0.00221349,0.544264,0.966355,3.55208,0.25666,64,20.6586,9.38708,2.78359,2424.66,8168.19,11
20106,00389922504-02,389922504,2,2,5780.0,4.438,0.424778,1.32696e-05,2.58234,1.12651,0.0236543,8.12546,0.0110644,1.0,605.129,47.8295,0.340481,1597.15,0.000829165,0.0116084,0.57209,3.02244,0.05497,63,40.0669,11.7738,3.91296,2424.68,8168.46,11
20110,00390454759-01,390454759,1,2,6324.0,4.24941,0.38186,7.15376e-05,4.18439,4.19468,0.0276029,1.14819,0.0110988,1.38859,575.509,66.961,1.69943,1596.82,0.00289607,0.70942,0.970611,8.95421,0.19167,71,22.3252,7.44494,2.81195,3121.28,22431.0,11
20111,00390454759-02,390454759,2,2,6324.0,4.24941,0.382382,2.92858e-05,3.22574,4.36092,0.0212791,2.62453,0.011109,1.38859,518.921,54.2824,1.16636,1597.0,0.000935784,0.0256478,0.0488493,0.0,0.19103,71,40.9857,7.87743,3.06653,3119.85,22390.2,11
20113,00390963101-01,390963101,1,1,6033.04,4.438,0.877487,0.000177345,1.81879,0.676177,0.0133985,1.9908,0.0207523,1.24344,184.268,18.3889,2.6403,1597.18,0.00304375,0.0753129,0.721005,6.51492,0.43194,31,27.0271,8.1562,3.18917,2060.67,4261.39,11
20115,00391728166-01,391728166,1,1,6486.0,4.37778,0.47484,4.47346e-05,8.86603,3.01632,0.0657997,1.09102,0.0130933,1.23425,1940.59,56.2609,3.76116,1597.21,0.00154621,1.88058,0.990105,1.65062,0.3401,58,56.7222,12.1161,3.21805,2778.73,14089.8,11
20127,00394098807-01,394098807,1,2,5780.0,4.438,0.633373,4.6224e-05,1.95964,0.969801,0.0179504,2.2928,0.0144409,1.0,372.234,39.9375,2.15894,1597.25,0.00103601,0.0436623,0.265299,11.5678,0.32196,43,25.5659,7.47997,3.00223,2122.38,4795.24,11
20128,00394098807-02,394098807,2,2,5780.0,4.438,0.63328,4.25612e-05,2.10228,0.66586,0.0192569,2.14165,0.0144395,1.0,417.102,34.0894,2.18926,1596.95,0.000947395,0.055015,0.447587,1.57701,0.45278,43,36.5567,9.87066,3.41808,2122.48,4796.17,11
20140,00395052612-01,395052612,1,1,3071.0,4.438,0.269256,3.65968e-05,4.18751,5.11306,0.0383578,2.07241,0.00816456,1.0,1706.35,274.083,1.02506,1596.89,0.00160445,0.0464995,0.354613,8.37435,0.13889,101,74.6095,7.46662,3.09387,1499.7,1195.48,11
20160,00399367577-01,399367577,1,1,5096.0,4.37201,0.934089,0.000313442,5.3381,5.45062,0.0489857,1.31305,0.0177648,0.998193,1113.08,180.944,3.05507,1597.52,0.0050932,1.52754,0.985127,1.70294,0.37336,29,27.0766,7.90048,3.48733,1685.58,1907.72,11
20164,00399423563-03,399423563,3,3,9135.0,4.05088,0.884329,3.37985e-05,8.82818,3.09847,0.0340394,13.7446,0.0238625,2.37567,1238.17,118.242,0.445976,1596.83,0.000687501,0.0193532,0.498249,5.32038,0.25313,31,13.3689,8.61868,3.4506,4021.94,61839.3,11
20173,00401227592-01,401227592,1,1,5339.0,4.58442,1.39848,0.000435663,3.56097,0.498628,0.0401909,1.28709,0.0238391,0.811591,1230.98,65.1659,5.44615,1596.82,0.0051246,1.87563,0.949953,1.00307,0.65139,20,80.8653,12.5251,4.64351,1374.6,843.766,11
20178,00404091542-01,404091542,1,1,5877.0,4.438,0.997434,0.000217823,1.29136,1.2693,0.0118289,2.16588,0.0195469,1.0,160.498,19.2374,3.56105,1597.01,0.00344443,0.0491807,0.299934,2.00818,0.57222,28,17.6547,7.63935,2.88031,1854.85,2797.4,11
20192,00405448680-01,405448680,1,2,6336.2,4.438,0.577527,1.46288e-05,3.69181,0.898975,0.0214965,5.43501,0.0183675,1.57315,497.875,19.8899,0.692947,1597.08,0.000359806,0.0216733,0.573408,8.02031,0.28791,47,34.3738,19.5644,4.93928,2587.5,10593.6,11
20193,00405448680-02,405448680,2,2,6336.2,4.438,0.577496,6.54979e-05,2.84591,0.34189,0.016571,1.54565,0.0183669,1.57315,200.428,22.5532,1.02004,1596.79,0.00173489,0.336378,0.97892,1.92472,0.2375,47,54.2442,8.88177,4.72869,2587.55,10594.4,11
20201,00405754448-02,405754448,2,2,3984.0,4.438,0.269127,1.21157e-05,3.75806,1.14402,0.034424,1.89957,0.00816193,1.0,1345.12,126.305,1.05999,1596.94,0.000481031,0.0507866,0.504864,6.15573,0.1551,101,27.5373,12.3901,4.91006,1945.87,3388.28,11
20205,00405911276-02,405911276,2,3,3492.0,4.438,0.493937,1.73464e-05,6.08563,0.620675,0.0557446,2.55011,0.012235,1.0,3678.42,229.79,1.58904,1597.24,0.000459115,0.0912275,0.183133,8.76883,0.29778,56,19.035,14.4342,5.51854,1393.04,889.978,11
20212,00410487677-01,410487677,1,2,6090.0,3.87227,0.598284,6.86408e-05,3.5088,0.909772,0.0156706,1.71489,0.0145377,2.05102,244.448,24.1919,2.02086,1596.8,0.00167266,0.0817046,0.776978,9.9526,0.30694,46,21.1277,8.1454,3.07935,3191.87,24530.4,11
20213,00410487677-02,410487677,2,2,6090.0,3.87227,0.598346,0.000184155,5.53688,3.40895,0.0247282,1.06486,0.0145387,2.05102,312.366,51.1323,3.38004,1597.09,0.00483581,1.69002,0.990105,3.45372,0.44137,45,44.2368,8.69938,3.56324,3191.76,24527.0,11
20214,00410488453-01,410488453,1,1,8046.0,4.14762,0.311814,3.15621e-05,7.61185,8.9195,0.0357395,1.48946,0.0112491,1.95092,639.983,102.076,0.65929,1596.99,0.00126153,0.329645,0.990105,5.7193,0.17331,87,58.9304,7.28725,2.98871,4675.55,112941.0,11
20219,00410881634-01,410881634,1,1,5567.0,4.315,0.722963,9.68724e-05,3.02374,1.6273,0.0242506,2.11849,0.0156812,1.14214,684.661,54.8188,2.70642,1597.0,0.00210873,0.0743943,0.265696,3.28972,0.19306,38,43.0157,9.13372,3.20346,2096.44,4565.14,11
20220,00410921432-01,410921432,1,2,2815.0,4.438,0.268788,7.93778e-06,6.79181,0.820231,0.0622133,1.95295,0.00815508,1.0,4610.41,173.136,1.18077,1597.01,0.000346266,0.0761978,0.0146448,1.08745,0.10755,101,119.681,16.5162,4.27518,1375.49,845.953,11
20222,00411422518-01,411422518,1,1,3070.0,4.438,0.285754,6.04875e-05,9.03539,10.8564,0.0827646,1.16919,0.00849475,1.0,3621.92,461.959,1.80898,1596.88,0.00333844,0.90449,0.970014,10.0203,0.14167,95,47.7361,7.54254,2.59371,1469.79,1102.91,11
20234,00412444432-02,412444432,2,2,5780.0,4.438,0.685226,5.52979e-05,3.93311,2.37191,0.0360275,4.10912,0.0152187,1.0,1514.85,181.316,1.32678,1597.1,0.00119159,0.0476182,0.11169,4.33759,0.34167,40,27.2505,8.27748,3.41479,2067.43,4317.62,11
20243,00041459998-01,41459998,1,1,6310.05,3.88015,0.536829,3.72687e-05,9.25524,7.86787,0.0374585,7.22044,0.0145295,2.26326,1532.7,158.433,0.519242,1597.18,0.000998388,0.0247974,0.499003,2.59909,0.05729,50,46.435,10.005,3.7571,3475.09,34465.5,11
20247,00418187845-01,418187845,1,1,5576.0,4.38409,0.705813,0.000132834,2.83333,2.9402,0.0245764,2.32107,0.0154441,1.05603,560.377,62.9144,1.44366,1596.87,0.00287996,0.120616,0.850488,2.7447,0.375,39,26.4393,8.35533,3.04119,2034.56,4049.55,11
20249,00418295363-01,418295363,1,1,9362.0,4.06916,1.0466,0.000140693,8.28063,2.05508,0.0321544,1.128,0.0269489,2.35896,562.085,24.4465,4.55678,1597.15,0.00210493,2.27839,0.990105,1.23444,0.59028,26,31.9876,14.4925,4.43281,3865.0,52737.6,11
20278,00425505324-01,425505324,1,1,7071.0,4.438,0.690172,7.40435e-05,5.43223,0.602225,0.0257419,1.38134,0.0237292,1.93301,531.714,46.395,1.90065,1597.33,0.00170286,0.584957,0.964635,2.47521,0.26233,39,29.091,10.9523,3.41654,2816.1,14863.3,11
20284,00429345729-01,429345729,1,1,3658.0,4.79395,0.248342,3.20631e-05,5.11148,9.97001,0.0994084,1.23168,0.0061544,0.471,4106.86,366.072,1.35224,1596.96,0.00189898,0.676121,0.989116,7.05438,0.12126,109,72.4513,8.9869,2.61622,1412.06,939.581,11
20285,00433440595-01,433440595,1,1,6610.0,4.18779,0.260505,7.00774e-06,3.754,0.932321,0.0219171,1.80999,0.00889956,1.56895,525.828,18.7086,1.08007,1596.85,0.000316597,0.0330059,0.482167,0.0,0.05972,104,101.953,15.4667,3.82341,3872.7,53158.9,11
20294,00438602644-01,438602644,1,1,4325.0,4.57176,0.811006,0.000114556,4.58142,1.33995,0.0595122,3.06257,0.0149492,0.705166,4289.45,476.016,2.11244,1597.4,0.00211292,0.133057,0.288261,2.56251,0.59551,33,15.266,8.97087,3.87721,1310.73,697.554,11
20296,00438682877-02,438682877,2,2,5820.0,4.3375,0.461275,2.73399e-05,4.27541,4.40627,0.0340672,2.26624,0.0118756,1.14958,1289.81,101.179,1.49044,1596.84,0.000813365,0.0679735,0.495351,3.96724,0.12222,59,4.85518,14.6239,4.59482,2526.72,9632.74,11
20299,00438734016-01,438734016,1,1,7235.0,4.08974,0.374749,3.83804e-05,2.9047,1.25854,0.0139685,2.30725,0.0119709,1.9048,201.007,19.4492,0.973932,1596.99,0.00120824,0.0269359,0.7,1.31211,0.18024,72,68.8743,9.64201,3.4992,4027.09,62156.3,11
20310,00439381102-01,439381102,1,1,5523.0,4.39473,1.17465,0.000153818,3.69306,3.76862,0.0326531,3.04798,0.0215896,1.036,1195.0,121.217,2.74683,1597.3,0.00200073,0.117153,0.494997,1.51121,0.855,23,12.9069,8.12143,4.19919,1688.2,1919.63,11
20317,00443562032-01,443562032,1,1,3578.0,4.438,1.09091,0.000116296,1.12639,0.820646,0.0103177,4.11432,0.0207498,1.0,121.302,9.5654,1.85746,1596.89,0.0017524,0.0241441,0.45126,2.25329,0.61389,25,23.5289,11.3852,3.78861,1096.04,341.053,11
20321,00448800236-01,448800236,1,2,6265.0,4.23783,0.26806,2.76817e-05,1.87757,3.32838,0.0123599,2.19638,0.00870108,1.39149,172.82,22.8067,0.942998,1596.91,0.00138887,0.0135685,0.3,7.88036,0.1319,101,58.9092,7.80144,2.7682,3495.96,35301.0,11
